Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Silver Age Legal	Commoner Legal	LL Legal
RBnkrB6LWQHFDcD8RjcWT	Leap Frog Gloves					1				Assassin, Ninja, Equipment, Arms		Blade Break						"When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.

**Blade Break** _(When the combat chain closes, if this defended, destroy it.) asd_"	Assassin / Ninja Equipment - Arms						
8mrLmWTr8TBJgjCpzBzmB	Leap Frog Leggings					1				Assassin, Ninja, Equipment, Legs		Blade Break						"When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.

**Blade Break**"	Assassin / Ninja Equipment - Legs						
TQL89gnkPdTLrbr8HNtgf	Leap Frog Slime Skin					1				Assassin, Ninja, Equipment, Chest		Blade Break						"When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.

**Blade Break**"	Assassin / Ninja Equipment - Chest						
6Gqn7z8PhLkHtBnF7MmwJ	Leap Frog Vocal Sac					1				Assassin, Ninja, Equipment, Head		Blade Break						"When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.

**Blade Break**"	Assassin / Ninja Equipment - Head						
FB7cMqjrQpWQqFhmPn7Hk	Leave 'Em Speechless	Blue	3	0		2				Reviled, Action, Aura								"If you have more {h} than each other hero, you may play this as though it were an instant.

When this enters the arena, name a card. The named card can't be played from hand while this is in the arena.

At the beginning of your action phase, destroy this."	Reviled Action - Aura				No	No	
zWjNwt6zMt9hMq9TDKJWp	Leave No Witnesses	Red	1	0	4	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' red cards. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck and up to 1 card in their arsenal."	Assassin Action - Attack				No	No	
jhcWTqd8Thf6gwbNGKqwh	Leave Them Hanging	Red	1	3		3				Reviled, Guardian, Instant, Aura		Suspense, Intimidate						"**Suspense**

When this enters the arena, **intimidate** target hero.

When this leaves the arena, your next attack this turn gets +4{p}."	Reviled Guardian Instant - Aura				No	No	
WpmPhMcL97wRCPfz8nzgR	Leave a Dent	Blue	3	0		3				Guardian, Action		Go again			Crush			"Your next Guardian attack this turn gets ""**Crush** - When this deals 4 or more damage to a hero, destroy the top 4 cards of their deck.""

**Go again**"	Guardian Action				No	No	
qftcQd6NJhpQkfCczqLF7	Leaven Sheath	Red	1	1		5				Elemental, Defense Reaction		Earth Bond						**Earth Bond** - If an Earth card was pitched to play this, create an Embodiment of Earth token.	Elemental Defense Reaction						
TqcqHwCjGhFkzkFCthwtd	Leech Memory	Red	1	1		3				Runeblade, Action		Go again						"The next attack action card you play this turn gets +3{p} and ""Whenever this deals damage to a hero, you may put an attack action card from your graveyard on the bottom of your deck.""

**Go again**"	Runeblade Action					No	
mHqPTDJhBrhWtLCrRBWbf	Leech Renown	Red	1	1		3				Runeblade, Action		Go again						"The next attack action card you play this turn gets +3{p} and ""Whenever this deals damage to a hero, destroy an aura token they control.""

**Go again**"	Runeblade Action					No	
9DqgBgRpB9C8cTRFjL8Gm	Leech Vitality	Red	1	1		3				Runeblade, Action		Go again						"The next attack action card you play this turn gets +3{p} and ""Whenever this deals damage to a hero, gain 1{h}.""

**Go again**"	Runeblade Action					No	
Thbcg9RW9t8WNfMCpgNmk	Leg Tap	Red	1	1	4	2				Ninja, Action, Attack		Go again						**Go again**	Ninja Action - Attack						
9K6tW9Kcqfc67PtcgmNTP	Leg Tap	Yellow	2	1	3	2				Ninja, Action, Attack		Go again						**Go again**	Ninja Action - Attack						
dcWdcd8Q6tnPKDT6nKkjH	Leg Tap	Blue	3	1	2	2				Ninja, Action, Attack		Go again						**Go again**	Ninja Action - Attack						
JcTJrnMgfhqHj6b8ckr8W	Legacy of Ikaru	Blue	3	0		3				Ninja, Attack Reaction								"Target Ninja attack gets +1{p} and ""When this hits, if Edge of Autumn was the last attack this combat chain, draw a card."""	Ninja Attack Reaction					No	
DGNn7nRKwBjzf9f9rmzJM	Lesson in Lava	Yellow	2	1		3			3	Wizard, Action		Kano Specialization						"**Kano Specialization**

Deal 3 arcane damage to target opposing hero.

If this deals damage, you may search your deck for a Wizard card with cost less than or equal to the damage dealt by this, reveal it, then shuffle and put it on top."	Wizard Action					No	
RbQQFDFMgLp8MrGnzGNLc	Lessons Learned	Blue	3	0						Warrior, Instant								Shuffle up to 3 attack reaction cards with different names from your graveyard into your deck.	Warrior Instant				No	No	
tgkMhwLnr8kh6pcR86nR6	Let Me Buy You a Drink									Event								"Destroy a Gold you control.

Choose an opponent. They draw a card and until the start of your next turn, attacks they control that target you get -2{p}."	Event		No	No	No	No	No
PzdWT6J9q9kMDBkMpjC9F	Levels of Enlightenment	Blue	3	1	3	3				Mystic, Action, Attack		Go again						"When this attacks, choose 1 for each blue card you've pitched this turn;
- Draw a card.
- This gets +2{p}.
- This gets **go again**."	Mystic Action - Attack				No	No	
WwzJLfPwhRTkFLDNjJPrk	Levia						20	4		Shadow, Brute, Hero, Young						Blood Debt		If a card with 6 or more {p} has been put into your banished zone this turn, you don't lose {h} from blood debt during the end phase.	Shadow Brute Hero - Young			No			No
qjqqRn6kHWHGz6PQGWd7z	Levia, Redeemed						8	4		Shadow, Demi-Hero		Legendary, Levia Specialization	Action	Transform		Blood Debt	Blood Debt	"**Legendary Levia Specialization**

**Action** - Turn all cards in your banished zone face-down: **Transform** into Levia, Redeemed. Activate this only while this is in your inventory and you have 13 or more cards with **blood debt** in your banished zone.

Cards you own lose **blood debt**."	Shadow Demi-Hero				No	No	
KCwnGqDJtnmJfth7fn8Qq	Levia, Shadowborn Abomination						40	4		Shadow, Brute, Hero						Blood Debt		If a card with 6 or more {p} has been put into your banished zone this turn, you don't lose {h} from blood debt during the end phase.	Shadow Brute Hero		No		No	No	
GFc7t8wNTwC8rCFwrqTfh	Lexi						20	4		Elemental, Ranger, Hero, Young		Essence of Ice and Lightning	Once per Turn Action	Go again	Go again			"**Essence of Ice and Lightning**

**Once per Turn Action** - Turn a face-down card in your arsenal face-up: If it's a Lightning card, your next attack this turn gets **go again**. If it's an Ice card, create a Frostbite token under target hero's control. **Go again**"	Elemental Ranger Hero - Young			No			No
PFmgFK9dFr8q6PrpJFpPG	Lexi, Livewire						40	4		Elemental, Ranger, Hero		Essence of Ice and Lightning	Once per Turn Action	Go again	Go again			"**Essence of Ice and Lightning**

**Once per Turn Action** - Turn a face-down card in your arsenal face-up: If it's a Lightning card, your next attack this turn gets **go again**. If it's an Ice card, create a Frostbite token under target hero's control. **Go again**"	Elemental Ranger Hero		No		No	No	
LWD8GBDqqgnWHmLBzdTh7	Ley Line of the Old Ones	Blue	3	0						Guardian, Instant, Aura		Legendary						"**Legendary**

When this enters the arena and whenever you deal damage, create a Seismic Surge token. At the beginning of your end phase, if you control no Seismic Surge tokens, destroy this."	Guardian Instant - Aura				No	No	
cHPKptkbztKtj7bQnWmmP	Liar's Charm	Yellow	2	0						Reviled, Guardian, Instant		Steal, The Crowd Boos						"Choose any number;
- **Steal** a Toughness or Vigor token.
- **The crowd boos** you.
- Target hero loses and can't gain abilities this action phase unless they discard a card."	Reviled Guardian Instant					No	
qqzmLCbJJ6nwQGtzrJMcL	Life for a Life	Red	1	1	4	2				Generic, Action, Attack		Go again						"When this hits, gain 1{h}.

When this is played, if you have less {h} than an opposing hero, it gets **go again**."	Generic Action - Attack						
9HfD8KjKKWFc6CfCjKp9p	Life for a Life	Yellow	2	1	3	2				Generic, Action, Attack		Go again						"When this hits, gain 1{h}.

When this is played, if you have less {h} than an opposing hero, it gets **go again**."	Generic Action - Attack					No	
qGLzQjzncCQztM6QrtwPn	Life for a Life	Blue	3	1	2	2				Generic, Action, Attack		Go again						"When this hits, gain 1{h}.

When this is played, if you have less {h} than an opposing hero, it gets **go again**."	Generic Action - Attack					No	
LJ9FRbpjJLcpHMM6wk6HW	Life of the Party	Red	1	2	4	2				Generic, Action, Attack		Go again						"You may discard or destroy a card you control named Crazy Brew rather than pay this card's {r} cost. If you do, choose all modes, otherwise choose 1 at random;

- This gets ""When this hits, gain 2{h}.""

- This gets +2{p}.

- This gets **go again**."	Generic Action - Attack					No	
7frtgrpJFT9fmwbnbfrP6	Life of the Party	Yellow	2	2	3	2				Generic, Action, Attack		Go again						"You may discard or destroy a card you control named Crazy Brew rather than pay this card's {r} cost. If you do, choose all modes, otherwise choose 1 at random;

- This gets ""When this hits, gain 2{h}.""

- This gets +2{p}.

- This gets **go again**."	Generic Action - Attack					No	
bbgPwChkMppQBfwfrfTtL	Life of the Party	Blue	3	2	2	2				Generic, Action, Attack		Go again						"You may discard or destroy a card you control named Crazy Brew rather than pay this card's {r} cost. If you do, choose all modes, otherwise choose 1 at random;

- This gets ""When this hits, gain 2{h}.""

- This gets +2{p}.

- This gets **go again**."	Generic Action - Attack					No	
QCpd7ctKhtN7LCP8FqkmP	Light Fingers					1				Generic, Equipment, Arms		Blade Break						"When this defends, if you are a Thief, **steal** a Gold token the attacking hero controls.

**Blade Break**"	Generic Equipment - Arms						
hcPBRGtmCKRBDMFBTJFbT	Light Up the Leaves	Red	1	3		3			6	Earth, Wizard, Action			Instant					"Deal 6 arcane damage to any target.

**Instant** - Discard this and an Earth card: Prevent the next 6 arcane damage target source would deal this turn."	Earth Wizard Action				No	No	
7hLgJ6QwzWmFrG8phh9qb	Light it Up	Yellow	2	1	4	3				Elemental, Ranger, Action, Arrow, Attack		Lexi Specialization, Lightning Fusion						"**Lexi Specialization**

**Lightning Fusion**

If this was **fused**, it gets ""When this hits a hero, deal damage to them equal to the number of equipment they control.""

Whenever this deals damage to a hero equal to or greater than the number of equipment they control, equipment they control lose and can't gain activated abilities until the end of their next turn."	Elemental Ranger Action - Arrow Attack				No	No	
76cHnpRhNn7GWNNfFbNhL	Light of Sol	Yellow	2							Light, Resource, Gem		Legendary						"**Legendary**

When this is pitched, reveal the top card of your deck. If it's yellow, you may put it into your soul."	Light Resource - Gem				No	No	
dJkTjzNPzkH9fc98PJdDk	Light the Way	Red	1	0	3	3				Light, Warrior, Action, Attack		Charge, Go again						"As an additional cost to play this, you may **charge** your soul.

When this hits, if a yellow card was **charged** this way, this gets **go again**."	Light Warrior Action - Attack						
N8hnQ98bBq7GrpTh8Pzmt	Light the Way	Yellow	2	0	2	3				Light, Warrior, Action, Attack		Charge, Go again						"As an additional cost to play this, you may **charge** your soul.

When this hits, if a yellow card was **charged** this way, this gets **go again**."	Light Warrior Action - Attack						
TGKkqC6BBFJnggLzKtDLt	Light the Way	Blue	3	0	1	3				Light, Warrior, Action, Attack		Charge, Go again						"As an additional cost to play this, you may **charge** your soul.

When this hits, if a yellow card was **charged** this way, this gets **go again**."	Light Warrior Action - Attack						
7RfrHFWkjkHMNWcjDt6WN	Lighten the Load	Red	1	0	4	2				Pirate, Action, Attack		Go again						When this attacks, you may discard a card or destroy an item you control. If you do, this gets **go again**.	Pirate Action - Attack						
GnDRMjpN6tGrNfBzcB89N	Lighten the Load	Yellow	2	0	3	2				Pirate, Action, Attack		Go again						When this attacks, you may discard a card or destroy an item you control. If you do, this gets **go again**.	Pirate Action - Attack						
9JHthWCT8wtfWqQqnMLjb	Lighten the Load	Blue	3	0	2	2				Pirate, Action, Attack		Go again						When this attacks, you may discard a card or destroy an item you control. If you do, this gets **go again**.	Pirate Action - Attack						
NzHWJJzD6JwJ88LmRTTGQ	Lightning Flow									Elemental, Token, Aura									Elemental Token - Aura						
DdtptrGpgDbnbDJgktBtk	Lightning Form	Red	1	1	5	2				Lightning, Action, Attack								When this hits, create an Embodiment of Lightning token.	Lightning Action - Attack					No	
qkQLJNc7RM6LcztMdbrfz	Lightning Form	Yellow	2	1	4	2				Lightning, Action, Attack								When this hits, create an Embodiment of Lightning token.	Lightning Action - Attack					No	
pLbjgzrzbGMwcd8mbRcRG	Lightning Form	Blue	3	1	3	2				Lightning, Action, Attack								When this hits, create an Embodiment of Lightning token.	Lightning Action - Attack					No	
dpPzdRQgfkBRgcHbWMQpt	Lightning Greaves					1				Lightning, Equipment, Legs		Arcane Barrier 1, Battleworn	Instant		Go again			"**Instant** - {r}, destroy this: Instant cards you play this turn get **go again**.

**Arcane Barrier 1**

**Battleworn**"	Lightning Equipment - Legs				No	No	
9TcGzWhGzwHnn7FqfPbfR	Lightning Overload	Red	1	1		3			4	Lightning, Wizard, Action		Starfall						"Deal 4 arcane damage to any target.

**Starfall** - If an instant card has been put into your graveyard this turn, create a Lightning Flow token."	Lightning Wizard Action						
tBQtc8qMLfnmmGWCtFH9z	Lightning Overload	Yellow	2	1		3			3	Lightning, Wizard, Action		Starfall						"Deal 3 arcane damage to any target.

**Starfall** - If an instant card has been put into your graveyard this turn, create a Lightning Flow token."	Lightning Wizard Action						
mp8HwB7fRRz7wK9fRrTmw	Lightning Overload	Blue	3	1		3			2	Lightning, Wizard, Action		Starfall						"Deal 2 arcane damage to any target.

**Starfall** - If an instant card has been put into your graveyard this turn, create a Lightning Flow token."	Lightning Wizard Action						
QWgWwdcd8GPj8dCjCmRCR	Lightning Press	Red	1	0						Lightning, Instant								Target attack action card with cost 1 or less gets +3{p}.	Lightning Instant					No	
CNgPdMm79nkPHpnqGQCFd	Lightning Press	Yellow	2	0						Lightning, Instant								Target attack action card with cost 1 or less gets +2{p}.	Lightning Instant					No	
bjwkrWNdkhrMrPjMtdRmm	Lightning Press	Blue	3	0						Lightning, Instant								Target attack action card with cost 1 or less gets +1{p}.	Lightning Instant					No	
8BFGd6LjfLGgTBrJdmdqf	Lightning Surge	Red	1	0	4	2				Lightning, Action, Attack		Go again						If this was played from arsenal, it gets **go again**.	Lightning Action - Attack						
b7tLTkWGQtKDhqKG9fjQq	Lightning Surge	Yellow	2	0	3	2				Lightning, Action, Attack		Go again						If this was played from arsenal, it gets **go again**.	Lightning Action - Attack						
6CrqfmG7dCTFgNzLbKtcc	Lightning Surge	Blue	3	0	2	2				Lightning, Action, Attack		Go again						If this was played from arsenal, it gets **go again**.	Lightning Action - Attack						
R6NHGRHdjzP77nfqbDGHM	Limbs of Lignum Vitae					1				Earth, Equipment, Arms		Blade Break						"If there are 4 or more Earth cards in your banished zone, this gets +1{d}.

**Blade Break**"	Earth Equipment - Arms						
cw7GLPjtPFqMHJthzJCbw	Limpit, Hop-a-long	Yellow	2	0	2		1			Pirate, Necromancer, Action, Ally		Watery Grave	Action	Attack, Go again				"**Action** - {r}, {t}: **Attack**. **Go again**

**Watery Grave**"	Pirate Necromancer Action - Ally					No	
8CRqBFWrD7R7kCrnJbKr9	Line	Blue	3	0		3				Ranger, Action		Go again			Go again			"Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets **go again** this turn.

**Go again**"	Ranger Action					No	
7DfN7NwW9WbTpDNhFW8qW	Line Crossers					1				Reviled, Equipment, Arms		Blade Break						"If you have the same {h} as a hero, it also counts as you having more {h} than them, and them having less {h} than you.

**Blade Break**"	Reviled Equipment - Arms						
htRtFwB8MhppFMqwLnNzK	Line It Up	Yellow	2	1		3				Ranger, Action		Go again						"Your next arrow attack this turn gets +3{p}.

You may turn a face-down arrow in your arsenal face-up. If you do, put an aim counter on it.

**Go again**"	Ranger Action				No	No	
pdQGjBWQgfnrqhhLDGMkC	Lion's Pounce				3					Event								This attacks each hero.	Event		No	No	No	No	No
zRDd7cPpPd6KgTNtRPhbQ	Lionclaw Maul				1					Reviled, Guardian, Weapon, Hammer, Axe, 1H		The Crowd Boos	Action	Attack				"**Action** - {r}{r}, {t}: **Attack**

If this has {p} greater than its base, it gets +1{p}.

When this hits a hero, **the crowd boos** you."	Reviled Guardian Weapon - Hammer Axe (1H)				No	No	
qKWKLWtD8fBWHrRbKrwkT	Liquefy	Red	1	1		2				Draconic, Attack Reaction		Rupture						"**Rupture** - If this is played at chain link 4 or higher, target attack action card gets ""When this hits a hero, put a -1{d} counter on an equipment they control. Then if it has 0{d}, destroy it."""	Draconic Attack Reaction				No	No	
p7QGFtHCDtj6b8r6wLFwB	Liquid-Cooled Mayhem	Red	1	4	6	3				Mechanologist, Action, Attack		Evo Upgrade						**Evo Upgrade** - This costs {r} less to play for each Evo you have equipped.	Mechanologist Action - Attack					No	
BzhRqCc9TLjNgJ9dKDPfc	Liquid-Cooled Mayhem	Yellow	2	4	5	3				Mechanologist, Action, Attack		Evo Upgrade						**Evo Upgrade** - This costs {r} less to play for each Evo you have equipped.	Mechanologist Action - Attack					No	
WrpTBBHz9Qgf79MwRGtCP	Liquid-Cooled Mayhem	Blue	3	4	4	3				Mechanologist, Action, Attack		Evo Upgrade						**Evo Upgrade** - This costs {r} less to play for each Evo you have equipped.	Mechanologist Action - Attack					No	
gnkkkrwCnGpp7g8JHjFpK	Little Big Foot	Red	1	4	3	3				Guardian, Action, Attack								If there are two or more cards with cost 3 or more in your pitch zone, this gets +6{p}.	Guardian Action - Attack					No	
9gHbFNMgRMfPHDQFB7pfq	Little Big Foot	Yellow	2	4	3	3				Guardian, Action, Attack								If there are two or more cards with cost 3 or more in your pitch zone, this gets +5{p}.	Guardian Action - Attack					No	
DTzNKfTmjP6QLP8W8TpdF	Little Big Foot	Blue	3	4	3	3				Guardian, Action, Attack								If there are two or more cards with cost 3 or more in your pitch zone, this gets +4{p}.	Guardian Action - Attack					No	
HfTqKQj6gGzCwwdFhdLQL	Livewire Press	Red	1	1						Lightning, Instant								"Target Lightning attack action card gets ""When this hits a hero, deal 4 damage to them."""	Lightning Instant					No	
88GhcGBpR8WDWQRr87hcn	Loan Shark	Yellow	2	0		3				Pirate, Action, Aura		Go again						"**Go again**

When this enters the arena, create 2 Gold tokens.

At the beginning of your end phase, if you haven't created or stolen a Gold this turn, destroy this, then lose 2{h} unless you discard a card."	Pirate Action - Aura				No	No	
tdCWDz6H6CWDMJ7CChhzW	Lobotomy	Red	1	0	3	3				Assassin, Action, Attack		Stealth						"**Stealth**

When this attacks, you may equip an Orbitoclast from your inventory.

When this hits a hero, if you control an Orbitoclast, they lose all hero card abilities during their next action phase."	Assassin Action - Attack				No	No	
RBmR6mwf6mzwwg7nwtGzK	Locked and Loaded	Red	1	0		3				Mechanologist, Action		Opt 1, Go again					Boost	"The next Mechanologist attack action card you play this turn gets +3{p}.

If you've **boosted** this turn, **opt 1**.

**Go again**"	Mechanologist Action						
fftHpLKh8HbCDnTzgHbjF	Locked and Loaded	Yellow	2	0		3				Mechanologist, Action		Opt 1, Go again					Boost	"The next Mechanologist attack action card you play this turn gets +2{p}.

If you've **boosted** this turn, **opt 1**.

**Go again**"	Mechanologist Action						
nTqfpprmJbKkPMdNbdhRg	Locked and Loaded	Blue	3	0		3				Mechanologist, Action		Opt 1, Go again					Boost	"The next Mechanologist attack action card you play this turn gets +1{p}.

If you've **boosted** this turn, **opt 1**.

**Go again**"	Mechanologist Action						
tBBCd9hNgWjQkTGDj7dPq	Log Fall	Red	1	3	5	3				Elemental, Guardian, Action, Attack		Earth Bond, Overpower						**Earth Bond** - If an Earth card was pitched to play this, this gets **overpower**.	Elemental Guardian Action - Attack						
kPNdhpwdWLw77zLDKfgdr	Log Fall	Yellow	2	3	4	3				Elemental, Guardian, Action, Attack		Earth Bond, Overpower						**Earth Bond** - If an Earth card was pitched to play this, this gets **overpower**.	Elemental Guardian Action - Attack						
Jcr8qghhWR9GPwR9GzDJq	Long Shot	Red	1	0	3	3				Ranger, Action, Arrow, Attack								If this has an aim counter, it gets +2{p}.	Ranger Action - Arrow Attack						
Pbw7BCzT7RnLTqz7R8TgN	Long Shot	Yellow	2	0	2	3				Ranger, Action, Arrow, Attack								If this has an aim counter, it gets +2{p}.	Ranger Action - Arrow Attack						
wcQzjTdhBwLkDWQbjLG8c	Long Shot	Blue	3	0	1	3				Ranger, Action, Arrow, Attack								If this has an aim counter, it gets +2{p}.	Ranger Action - Arrow Attack						
969HqThPzMmQtFhM9mNq8	Long Whisker Loyalty	Red	1	0		3				Draconic, Warrior, Attack Reaction								"For each Draconic chain link you control, choose 1;

- Target dagger attack gets +2{p}.
- You may attack with target dagger an additional time this turn.
- The next time target dagger hits a hero this turn, **mark** them."	Draconic Warrior Attack Reaction				No	No	
tNBLJKrbDpBL9TMb678wM	Longdraw Half-glove					1				Ranger, Equipment, Arms		Battleworn	Instant					"**Instant** - Destroy this, put 2 cards from your hand and/or arsenal on the bottom of your deck: Your next arrow attack this turn gets +4{p}.

**Battleworn**"	Ranger Equipment - Arms				No	No	
6tr7pJgCdgwkQ79TmpcnF	Longsword Leggings					1				Warrior, Equipment, Legs		Battleworn	Action					"**Action** - Destroy this: Create a Blade Dance or Flurry token.

**Battleworn**"	Warrior Equipment - Legs						
MFbG9dt7gfRHbqpNKTJwR	Look Tuff	Red	1	3	8	3				Generic, Action, Attack								When this attacks, it gets -1{p} unless you pay {r}.	Generic Action - Attack					No	
zn7jChRWnFCRdJTRbMmbw	Look Within	Blue	3	0		3				Mystic, Action		Go again						"Search your deck for a Chi, reveal it, shuffle, then put it on top.

**Go again**"	Mystic Action						
JckmT8QFTgHWrGCBPNWKh	Looking for a Scrap	Red	1	1	4	2				Generic, Action, Attack		Go again						As an additional cost to play this, you may banish a card with 1{p} from your graveyard. If you do, this gets +1{p} and **go again**.	Generic Action - Attack					No	
ntNzmrhJNcwpc9pbjbFmL	Looking for a Scrap	Yellow	2	1	3	2				Generic, Action, Attack		Go again						As an additional cost to play this, you may banish a card with 1{p} from your graveyard. If you do, this gets +1{p} and **go again**.	Generic Action - Attack					No	
bpQN7JWMfcWndWkjWkJwb	Looking for a Scrap	Blue	3	1	2	2				Generic, Action, Attack		Go again						As an additional cost to play this, you may banish a card with 1{p} from your graveyard. If you do, this gets +1{p} and **go again**.	Generic Action - Attack					No	
NdGdjWwfTnfdWGFL6tRwz	Looming Doom	Blue	3	3		3			2	Runeblade, Action, Aura								"When this enters the arena, destroy all Runechants you control and put that many doom counters on this.

At the beginning of your end phase, remove a doom counter from this. If you do, deal 2 arcane damage to any target. Otherwise, destroy this."	Runeblade Action - Aura				No	No	
Lz787nr8ndnM9BrnPtjDC	Loot the Arsenal	Blue	3	0		3				Pirate, Necromancer, Action		Go again						"Your next Pirate ally attack this turn gets ""When this hits a hero, destroy a card in their arsenal. If you do, create a Gold token.""

**Go again**"	Pirate Necromancer Action					No	
bthMFnn9GbPQBnBT8cNj8	Loot the Hold	Blue	3	0		3				Pirate, Necromancer, Action		Go again						"Your next Pirate ally attack this turn gets ""When this hits a hero, they discard a card. If they do, create a Gold token.""

**Go again**"	Pirate Necromancer Action					No	
WprpWWNjq6F8BwRrTPFmM	Lord Sutcliffe					3			1	Runeblade, Mentor							Specialization	"**Mentor**

At the start of your turn, if Sutcliffe is face-down in your arsenal, you may turn him face-up.

While Sutcliffe is face-up in arsenal, whenever you play a non-attack action card, deal 1 arcane damage to each hero and put a lesson counter on Sutcliffe for each damage dealt this way. Then if there are 3 or more lesson counters on Sutcliffe, banish him, search your deck for a **specialization** card, put it face-up into your arsenal, and shuffle."	Runeblade Mentor			No	No	No	No
hTMnFLppC7Pjdk6hq8nWb	Lord of Wind	Blue	3	0	2	3				Ninja, Action, Attack		Katsu Specialization, Combo						"**Katsu Specialization**

**Combo** - If Mugenshi: RELEASE was the last attack this combat chain, as an additional cost to play this, you may pay {x}.

When the additional cost is paid, shuffle X target cards named Surging Strike, Whelming Gustwave, and/or Mugenshi: RELEASE from your graveyard into your deck, then this gets +X{p}."	Ninja Action - Attack				No	No	
bctJhnLdnWB9tqBJ6nNTN	Lost in Thought	Red	1	1		2				Illusionist, Action		Go again						"Look at target hero's hand. Choose an attack action card and reveal it. If you do, they put it on the bottom of their deck and create a Ponder token.

**Go again**"	Illusionist Action				No	No	
KddkfBmzB78rpH6j6CfBC	Lost in Transit	Yellow	2			3				Pirate, Block								When this defends, you may remove a gold counter from Treasure Island. If you do and you are a Thief, create a Gold token.	Pirate Block					No	
mnFrMd8TfpRFw7zrQ7b8B	Low Blow	Red	1	1	3	3				Reviled, Action, Attack							The Crowd Boos	If you've been booed this turn, this gets +3{p}.	Reviled Action - Attack						
9PCRhmGdjtCwJcn8hgn6t	Loyalty Beyond the Grave	Red	1	0		3				Draconic, Defense Reaction								While this is in your graveyard, at the start of your turn, you may banish 2 cards named Loyalty Beyond the Grave from your graveyard. If you do, draw a card.	Draconic, Defense Reaction				No	No	
pKtKBmHB8P6Nwr8TP7p6D	Lubricate	Blue	3	0						Mechanologist, Instant								{u} up to 3 cogs you control.	Mechanologist Instant					No	
L8wq9HzdqTwM8tLWCRGcR	Lumina Ascension	Yellow	2	0		3				Light, Warrior, Action		Boltyn Specialization, Go again					Charge	"**Boltyn Specialization**

Until end of turn, weapons you control get +1{p} and ""When this hits, reveal the top card of your deck. If it's a Light card, put it into your soul and gain 1{h}, otherwise put it on the bottom of your deck.""

If you've **charged** this turn, you may attack with each weapon you control an additional time this turn.

**Go again**"	Light Warrior Action				No	No	
mrnPzLtk7hmh6qnznHRzK	Lumina Lance	Yellow	2	0		3				Light, Attack Reaction					Go again			"As an additional cost to play this, banish up to 3 cards from your soul.  Choose that many modes;

- Target Light attack gets +2{p}.
- Target Light attack gets ""When this hits, draw a card.""
- Target Light attack gets ""When this hits, it gets **go again**."""	Light Attack Reaction				No	No	
TQ7Twhtm6zfkTTHTKdpJK	Luminaris									Light, Illusionist, Weapon, Scepter, 2H					Go again			"During your action phase, Illusionist auras you control are weapons with 1 base {p} and ""**Once per Turn Action** - 0: **Attack**""

If there is a yellow card in your pitch zone, your Illusionist attacks get **go again**."	Light Illusionist Weapon - Scepter (2H)				No	No	
zcHmW9zd8TRqMMGc8PHmh	Luminaris, Angel's Glow									Light, Illusionist, Weapon, Scepter, 2H					Go again			If there is a yellow card in your pitch zone, the first attack action card with Herald in its name you play and your first angel attack each turn get **go again**.	Light Illusionist Weapon - Scepter (2H)				No	No	
z8GG8N7Lkg6BQR7FnWcwp	Luminaris, Celestial Fury									Light, Illusionist, Weapon, Scepter, 2H		Instant, Go again						**Once per Turn Instant** - {r}{r}: Target angel attack or attack action card with Herald in its name gets **go again**.	Light Illusionist Weapon - Scepter (2H)						
HBpzWTwf7hkB8JC8FgNRG	Lunar Mirage	Red	1	0	3	3				Illusionist, Action, Attack		Go again, Mirage						"When an attack action card with 6 or more {p} defends this, this becomes a copy of that card.

**Go again**

**Mirage**"	Illusionist Action - Attack				No	No	
7nR6NLzNWChgrQQCgFbPT	Lunartide Plunderer	Red	1	3	7	2				Shadow, Action, Attack								When this hits a hero, banish this and up to 1 card from their soul.	Shadow Action - Attack						
GkJfHHnhbDNWnfwGNTznm	Lunartide Plunderer	Yellow	2	3	6	2				Shadow, Action, Attack								When this hits a hero, banish this and up to 1 card from their soul.	Shadow Action - Attack						
wFPpjqhRHHNdNkDbRffBF	Lunartide Plunderer	Blue	3	3	5	2				Shadow, Action, Attack								When this hits a hero, banish this and up to 1 card from their soul.	Shadow Action - Attack						
KTHGJMmtDhhmTdbm9zcQC	Lunging Press	Blue	3	0		2				Generic, Attack Reaction								Target attack action card gets +1{p}.	Generic Attack Reaction						
QrHJnzKzpMwgfJMcKQ8Dp	Lyath Goldmane						20	5		Reviled, Guardian, Hero, Young			Instant	The Crowd Boos			The Crowd Boos	"The base {p} and {d} of cards you control are halved, rounded up.

**Instant** - {r}{r}, {t}: **The crowd boos** you. Defending action cards you control get +1{d} this turn.

Whenever the crowd boos you, create a Might token."	Reviled Guardian Hero - Young			No			No
