Unique ID	Card Unique ID	Card Name	Card Pitch	Card ID	Set Printing Unique ID	Set ID	Edition	Rarity	Foiling	Art Variation	Artist	Flavor Text	Image URL	TCGPlayer ID																																							
KdzLrFdLdJkwqbgbHwTmd	nC7DHjMkPCgnPbjPdCTdj	Gambler's Gloves		FAB074	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Surya P		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB074.png																																								
WMMkKPwd6ngMCW7D7HPMg	Nzpgn9HrbNfkzM8CkwCQp	Voltaire, Strike Twice		FAB075	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Alexander Mokhov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB075.png																																								
BCfrPtQJNMBgnc8KTbT99	qCwM6LGq87rrqGQFk8rKG	Earthlore Bounty		FAB076	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Alexander Mokhov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB076.png																																								
LTqhJndCMGLMpG6FRNCJd	gCgcRpmr76G6zmFgpprRw	Silver Palms		FAB077	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB077.png																																								
rzRCPdLRQQ7GCjJL6cR8d	BCpDT6GfzNwKW8qz7WbrN	Stalagmite, Bastion of Isenloft		FAB078	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Lizhe Liang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB078.png																																								
6pBznKdjMq9WdkKDRhMCF	GBDFTmjdTmgRCdHngGWNR	Mask of the Pouncing Lynx		FAB079	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Sam Yang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB079.png																																								
PwMWFGw7Tq7QNhtkrLGHT	wQh8rPTLTrzGqHhfbGnq6	Vexing Quillhand		FAB080	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Isuardi Therianto		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB080.png																																								
7LCHh7mbwfmWhmQLnGtDd	GHG6KkBzPkHDnMf7hL7K7	Frostbite		FAB081	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Tian Thongjomroon		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB081.png																																								
FhgHjbGnkwqNwNNrHWbbL	NwwnMqBg9tdRBp9NWHpgf	Spectral Shield		FAB082	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Alexandra Malygina		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB082.png																																								
N6h7nCRJgCg68WcPQ9Tnb	gtzjLhHGpPmFgcLdpTBFH	Tiger Stripe Shuko		FAB083	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Athiwut B.		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB083.png																																								
hMWzbzbD6rLtGdrp6Jrdm	DgpbP8LBpCffdNgH8t9LB	Alluvion Constellas		FAB084	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB084.png																																								
zGGrc88qzQqt6hGGLc9cf	rmdqRKFwTMWr97GPqNd6Q	Ghostly Touch		FAB085	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Daria Khlebnikova		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB085.png																																								
gWqjd9qjPtL6gfmghjDbb	9b7hjHNnGDBkfL8jL89bf	Coronet Peak		FAB086	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		soyameii		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB086.png																																								
9rGgHzRQprQjtNwMcwkMt	Fg6Mc9mLLBCDFdrTpTpTB	Flamescale Furnace		FAB087	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Victoria Belyaeva		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB087.png																																								
jrw97G6Wzp8rhcnczjgpQ	NRHdp6LTtCDKbJngJPCmN	Crown of Providence		FAB088	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Andy Aslamov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB088.png																																								
MT6cHMgbWhgCbfbqH8RKJ	fNWdCp9dwBcCwGtH9F7wT	Blaze Headlong	1	FAB089	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Nathaniel Himawan		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB089.png																																								
cdwGNMDW9DPzkfBMzLkWK	DHhDFNgTHdTJ7NpWWm8jm	Sand Cover	1	FAB090	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	AA	Federico Musetti		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB090.png																																								
CkFTDTc9bf9LwRMC9bRWB	qT78mFRmt9KQfQdGwfnJD	Breaking Point	1	FAB091	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Henrique Lindner		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB091.png																																								
HNFQB6MPJRtfBhBbTwHGq	nMRtfcbTWpppMnBJ6R8qr	Read the Ripples	3	FAB092	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Joseph Qiu		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB092.png																																								
Pzg6WdfgJGBC9dbd9LM8j	TtJpTpjBbDpPhFb7bzLwD	Brothers in Arms	3	FAB093	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Peyeyo		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB093.png																																								
zHJ6pFG8QBMpfbRGJcMMc	mgrmPqRmdHfMbptFfDcbC	Hummingbird, Adventurer's Call		FAB094	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB094_A.png																																								
9jprKFmhWwHdW9mRRrJFF	mgrmPqRmdHfMbptFfDcbC	Hummingbird, Adventurer's Call		FAB094	j76qTFctqc8krqh9GKGmT	FAB	N	P	C	AT	Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB094_B.png																																								
hqj7dc6m9qBcWhwGcz8cT	QT8JfjzmzqRR9MWgtgPLR	Romping Club		FAB095	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Wisnu Tan		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB095.png																																								
9WHtzCH7BCRmHHFMgwgjN	Nnmtz6GrR6MWMcptb6wD7	Death Dealer		FAB096	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Maxim Kostin		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB096.png																																								
CMmFmKcdrWcP6RHQzTFFc	nzDWrNMqGWgmJfgJhChNb	Crucible of Aetherweave		FAB097	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Kate Fox		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB097.png																																								
hqTBTkzcMFjtQWHHkdTWc	W8h8fMQhbjGr6hzDbFmq7	Iris of Reality		FAB098	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Jessada Sutthi		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB098.png																																								
LgD6JCpRWdhJMqcwkmc8r	cbHrfwmLrMjWdhdBtzbff	Rosetta Thorn		FAB099	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Stanislav Sherbakov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB099.png																																								
rKnrqwRjBQHrQrBrNfbLb	dcMMQNzjpzQ76GQPpnQwz	Vest of the First Fist		FAB100	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Ironical Ghosty		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB100.png																																								
KgpTQPLf9cpBnGRwFgGWT	C7jcJhrdpQTMfd7F79jK9	Achilles Accelerator		FAB101	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Pavel Chuvin		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB101.png																																								
cRBdMCz9LH6FQcbgTGfLP	FLfrm7mBczWhFLBTKmBgJ	Bull's Eye Bracers		FAB102	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Wírawan Pranoto		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB102.png																																								
rdWQpPnmMmFthWQJLJ7nB	phPFrDkRwGDrqrwq8M8T6	Halo of Illumination		FAB103	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Sam Yang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB103.png																																								
jWTqc8FrDhmwKLBkC7Hpj	KdPWDMfBd8BQp66B9chCQ	Coat of Frost		FAB105	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Irene Francisco		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB105.png																																								
dCfMhnFBPDkMzJkQHngwk	96FgPdNpKj7CpbmtgGCjR	Bone Vizier		FAB106	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Isuardi Therianto		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB106.png																																								
B6pRLkcQpL6WHfKPbgzw7	DbpdPtLqk9zqfp6bdQTP6	Crater Fist		FAB107	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Shen Fei		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB107.png																																								
tfbntL7C7QJNdWFz8GmTC	RDTDDzfpjwLc9QrLWhqtB	Metacarpus Node		FAB108	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Narendra B Adi		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB108.png																																								
NKcHthMhzRPD77d9QNWPL	TQ7Twhtm6zfkTTHTKdpJK	Luminaris		FAB109	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Livia Prima		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB109.png																																								
LcQRqNGzJHJK8MpWTfzrL	HpMt88NkhFBNw7fpC6tkN	Blacktek Whisperers		FAB110	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Sariya Asavametha		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB110.png																																								
RfwrJJ9PQhWggbtb9h68p	QbRRGgm9QNjFGchhLkbtF	Crown of Dominion		FAB111	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Andy Aslamov	"""I will watch over this Dynasty till my very last breath. Its power, riches, and enemies, I take as my own."" - Emperor, Dracai of Aesir"	https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB111.png																																								
6DkLDwdRcRLCTNK8Hw7Wp	BrJTbrWqKzQRmRLrfbmcb	Aether Quickening	1	FAB112	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Mateusz Wiśniewski		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB112.png																																								
HN9pLrfhtMcrnrJMp9qCN	KKRrkTpNjNQB9wmwGCCGF	Aether Quickening	2	FAB113	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Mateusz Wiśniewski		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB113.png																																								
Np6CjwJMgJHRfJjbqhFfP	ntkQpCD8QdNG6KMNchJNw	Aether Quickening	3	FAB114	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Mateusz Wiśniewski		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB114.png																																								
GcbRzqBbGwghPDk6wmkzH	HmPP97LtzDb7fPrHPFdLk	Sap	1	FAB115	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Riordan Delmiro		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB115.png																																								
JjdKNrrH9npHcw7hLWmrc	nkzf6zG8JPJgGkt7N66RP	Sap	2	FAB116	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Riordan Delmiro		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB116.png																																								
GBNH6KpPT6tt7LLNrpdzw	pGWLw8bBqKqTQHnrhg6b6	Sap	3	FAB117	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Riordan Delmiro		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB117.png																																								
crLDqnwMqBjddQ9mRHDMn	jrcdWNnMQCtrjQqKjd9Fw	Embodiment of Earth		FAB118	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Othon Nikolaidis		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB118.png																																								
qBrrgrr9hW8Fm6tdKqfCR	QBwTWNc9FMGQfwHRTTdHj	Embodiment of Lightning		FAB119	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Nikolay Moskvin		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB119.png																																								
NRcnjNdFzKBg6FBgkT6Np	9F6H6kTdQdcHrDrRCDmLP	Soul Shackle		FAB120	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Isuardi Therianto		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB120.png																																								
BtJjCzH8crPJ7PTrRGqMm	NBHQRhkBP8d99d8Nm96zb	Regicide	3	FAB122	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	AA	Sam Yang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB122.png																																								
FdcgRzhtCdn6FgpgG8RGN	7PtLHnBmRQffFP9ghNpJG	Redback Shroud		FAB123	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		soyameii		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB123.png																																								
BBrCFtC6bBLBFkcQB6Rpb	Bh6NHMCNrhdwbHb7CJRb7	Flick Knives		FAB124	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Nathaniel Himawan		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB124.png																																								
bfTRDbRwRP8h9JC9TQCdG	rmTKDcDNJrDFRMdKrRmdH	Trench of Sunken Treasure		FAB125	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Federico Musetti		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB125.png																																								
WWg8QfT98WgtRwbh6Phw9	FcJ9DMBN6LLbBJGhJ9Kkt	Quiver of Abyssal Depths		FAB126	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Steve Argyle		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB126.png																																								
nWGm9dKrkCR9nLBhhbjzP	KTjmk7Th7CGNPfmL6CDnD	Vambrace of Determination		FAB127	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Alexander Mokhov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB127.png																																								
kNLjgkdRMjMzGMrkmBcfb	zwgLwBLL7dKzhJDdBtNrt	Toxicity	1	FAB128	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Federico Musetti		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB128.png																																								
rNz8np6LLDRhCCp79cdHh	rgMGtN8QtgRjn7PkNdcKG	Toxicity	2	FAB129	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Federico Musetti		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB129.png																																								
9MDDkPcjDbFgDzMqGprKz	F9KLhWk9DbmqRwtRggPjF	Toxicity	3	FAB130	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Federico Musetti		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB130.png																																								
tP8NWNRkPncQdLrkHdRjW	NGjkmJLnHHqG7GGcGFk69	Peace of Mind	1	FAB131	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Henrique Lindner		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB131.png																																								
dwPQNkj7nmPBMWNLqBG9z	TRjmqFgtPrwmJf9grJR6K	Death Touch	1	FAB132	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Saad Irfan		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB132.png																																								
GDncLwmC6BqGfRN6fCrdw	drbBwrNtMRPTJ79LBQWWB	Bloodrot Pox		FAB133	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB133.png																																								
qJT7DCMfGbncfd6Rj7tHB	KPWKQmMgm7rmM7bfFw9gF	Frailty		FAB134	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Daria Khlebnikova		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB134.png																																								
z77GMB8JqkGjDqjmHFNbk	G6kbCqnBzwjhrb88Q6K7w	Inertia		FAB135	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Othon Nikolaidis		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB135.png																																								
wKHWJfhzC6WWDcWMpwhrm	kzW8BKdWcm9LwtTCTdqRK	Sigil of Solace	1	FAB136	j76qTFctqc8krqh9GKGmT	FAB	N	P	S		Asur Misoa		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB136.png																																								
tmNBzBjQfFjfMmhtWbnqT	kfCPfkdm8jrFqmHMNGj8h	Jubeel, Spellbane		FAB137	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Andy Aslamov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB137.png																																								
mwkqcpR8G9khGCTCmpWKb	Mr6TbnRrKTrJWndKh8QwF	Empyrean Rapture		FAB138	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		soyameii		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB138.png																																								
GW8k6HNrHkq9tPGcfmdrW	KPcKCKn8CpthtjNrk6fC8	Soulbond Resolve		FAB139	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Tanapon Wachirakul		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB139.png																																								
gWMbmkMQC8g6TrHJLgqWC	czpGHfkkmgF6kFCQjfcC8	Scowling Flesh Bag		FAB140	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Tanapon Wachirakul		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB140.png																																								
TQtqJ8LFwgHktnQCk7B6L	JtPhDg9PkWmHb6jpCCPjz	Ironsong Versus		FAB141	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Athiwut B.		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB141.png																																								
n8THpW8NFtCHPLtgnWbHc	C7NCzqwTbKtcQKjwHRzBK	Dyadic Carapace		FAB142	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Ramza Ardyputra		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB142.png																																								
6KcmCkdHtFQMmFPqPRNFC	LFhRKcJC6fbfQjKdqLqp7	Diadem of Dreamstate		FAB143	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Asur Misoa		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB143.png																																								
jLHhLwDhJNbzpLNfdmBPB	fQTg89mpRjTDTRmPGkQb6	Courage		FAB153	j76qTFctqc8krqh9GKGmT	FAB	N	P	C	EA	Henrique Lindner		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB153.png																																								
NcGfbbBk7KmbK69NQwMMz	jKhMgndCGwjzKLHQMM7Cj	Eloquence		FAB154	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Othon Nikolaidis		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB154.png																																								
f9tbwnJ8mHLKnHgFPF9dz	pdMgMzHwDgBpCNjD7WGLD	Spellbane Aegis		FAB155	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Federico Musetti		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB155.png																																								
NRj8TDrJDwwtDkHtHndRc	W8h8fMQhbjGr6hzDbFmq7	Iris of Reality		FAB156	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Madeline Boni		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB156.png																																								
mcz9HjWqQCLcDBJDhntLj	QD7K9HmH9g9CLWRPcz87n	Herald of Triumph	1	FAB158	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Sam Yang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB158.png																																								
KqqPfF98KQqPb7wrNdRC6	pKzcGJ6MbDD7pBM6HNJpf	Herald of Triumph	2	FAB159	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Sam Yang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB159.png																																								
PT7mW7tLgcbRnp89bKBRm	rk9986mQCBfcCRTwFJRdL	Herald of Triumph	3	FAB160	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Sam Yang		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB160.png																																								
TQJdKPTJNDDhmF8tDNn8P	PtBr9hn97WqBzgMqNHzFp	Banneret of Courage	2	FAB161	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Jessada Sutthi		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB161.png																																								
dPPtbfqwq8PLLkRFKzkN7	MT7rdNFQjRncfm9DzmLdH	Banneret of Gallantry	2	FAB162	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Jessada Sutthi		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB162.png																																								
LtLtJRTpQpGGqg7z6c8DC	Hkdtj7NWwgjL9znCjwM9M	Banneret of Protection	2	FAB163	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Jessada Sutthi		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB163.png																																								
hJ8CLCdFzTLdQFpdkgRC9	NJnDKMhtRtcWptfC8pwWM	Diabolic Offering	3	FAB164	j76qTFctqc8krqh9GKGmT	FAB	N	P	C	EA	Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB164.png																																								
fdTMzrLRpQJwzHmnfmPJP	HRTwtGRhPJkpHT8fN9DGp	Diamond		FAB165	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Isuardi Therianto		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB165.png																																								
6RpRrtbdN6krRFPccLdHB	z8GG8N7Lkg6BQR7FnWcwp	Luminaris, Celestial Fury		FAB166	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Jessketchin		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB166.png																																								
qhcwGzRfKmNkHq9WDBNj8	KthQj9HCRMDRfngK88kCw	Flail of Agony		FAB167	j76qTFctqc8krqh9GKGmT	FAB	N	P	R		Tomasz Jedruszek		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB167.png																																								
qFB7Kcw9mDf8jTJ7gr9Dm	DjWkHNPRFf8JgdpzGd96L	Shriek Razors		FAB168	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Athiwut B.		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB168.png																																								
kzDFqHW9JbwdMfhWbWnRz	mkTDPKqkm7cprrDzWbF9z	Adaptive Plating		FAB169	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		Carlos Cruchaga		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB169.png																																								
g79QQrdLMzcKJKw6grcW9	WkJPkznH7gWGLmhtcmrrR	Hyper-X3		FAB170	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		soyameii		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB170.png																																								
q98Gn9mFC8N7NhcPJnGdz	KHDc7Tmt7fNcbRg6FDtn8	Warband of Bellona		FAB171	j76qTFctqc8krqh9GKGmT	FAB	N	P	G		soyameii		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB171.png																																								
8KmDjtLrQTTzjKLW9fMM6	mBBqLnhkqmdBbQKnq7DMF	Meganetic Protocol	3	FAB172	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Tanapon Wachirakul																																										
RNGfcRDzq7hcHfW87cCnD	Nqr9cJGNPNKtQqKKrC7Fc	Pulsewave Protocol	2	FAB173	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Asur Misoa																																										
WnqtcKrPLBr8HwBpKMH7j	MWfDtTFgd8f8zNzQgDJjt	Demolition Protocol	1	FAB174	j76qTFctqc8krqh9GKGmT	FAB	N	P	R	EA	Carlos Cruchaga																																										
hmbnczrMnmcjWdCRzTQfR	mHnppNNqw9hMncFgCJdCB	Apocalypse Automaton	1	FAB175	j76qTFctqc8krqh9GKGmT	FAB	N	P	C	EA	Simon Dominic		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB175.png																																								
NFpBJBmFGKMHRjjQQJwJz	FwwCqJKcNDNMjJn9mTCgg	Hyper Driver		FAB176	j76qTFctqc8krqh9GKGmT	FAB	N	P	C		Alexander Mokhov		https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB176.png																																								
ft8nb6DmqGRWLqHdwGtJf	QHNfbDkffrKWgwDw7MjwQ	Fai		FAI001	gHqcKjPKKmFfjqMqWqDmW	FAI	N	R	R		Sam Yang																																										
c7Bw7RmCRHBQwTb6RMhjr	jqRDtJRT9rF7rwC6pdfJD	Searing Emberblade		FAI002	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Enmoire																																										
KK79PqqWtFBHbLjzcfDmg	DW7LjrR6RwKPhNB8d9CGM	Hope Merchant's Hood		FAI003	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Anna Tanygina																																										
fFGHNLWG8hTf6ghbgG8pK	9BqdPQckmdgcfzwtjw7BP	Sash of Sandikai		FAI004	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Lizhe Liang																																										
6QTjTgkLTwqT6wktKfqpj	Prkf9mwfBCbLDHncK6CPP	Heat Wave		FAI005	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		soyameii																																										
Tz7C9fD7GPQCQLHJhrNwT	DMht6KBFhqWNdGBJNL7NB	Quelling Slippers		FAI006	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Pavel Chuvin																																										
GzjfTqRNwmR9WjJgkWg7b	7G8RpL8NqHQQH86gGbnwk	Rise Up	1	FAI007	gHqcKjPKKmFfjqMqWqDmW	FAI	N	R	S		Jessada Sutthi																																										
bt9kQ6J6L8CbMtFjKfkfz	kCbPmp8tjpdK8BFq9z9wQ	Phoenix Flame	1	FAI008	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Carlos Cruchaga																																										
9WgfNfpWr6bWDcbtNrWWq	MgfGgqG7wRNbwNGNmjKJr	Rise from the Ashes	1	FAI009	gHqcKjPKKmFfjqMqWqDmW	FAI	N	R	S		Jessada Sutthi																																										
DmTMBNnqRCrLbLFMkfkwr	fNWdCp9dwBcCwGtH9F7wT	Blaze Headlong	1	FAI010	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Nathaniel Himawan																																										
QpGp7m9mCcrrQHnDB7wKq	pq96Kr6wpqctKgCCQRL9z	Inflame	1	FAI011	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Henrique Lindner																																										
wFMhdCQFrrdTfthQ7DtWJ	HjFbJmPHHbLwqfnbPfFML	Flamecall Awakening	1	FAI012	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Jessada Sutthi																																										
zDbkmbfBb6BnTqRkLJ8dt	WnBPzmt9KKqqBpccHPJTG	Flameborn Retribution	1	FAI013	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Mateusz Wiśniewski																																										
RPgM6kDhc6fBFHnHGqMkM	PbTTdKnFz9jptJ7WkbB6K	Stoke the Flames	1	FAI014	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Shen Fei																																										
L779BcdnDDCH9dcRc7Cbm	BFpBkbT788fWNrCgGcWHt	Lava Vein Loyalty	1	FAI015	gHqcKjPKKmFfjqMqWqDmW	FAI	N	C	S		Maerel Hibadita																																										
